Workout Timestamp,Live/On-Demand,Instructor Name,Length (minutes),Fitness Discipline,Type,Title,Class Timestamp,Total Output,Avg. Watts,Avg. Resistance,Avg. Cadence (RPM),Avg. Speed (mph),Distance (mi),Calories Burned,Avg. Heartrate,Avg. Incline,Avg. Pace (min/mi)
2020-10-15 14:18 (EST),On Demand,Denis Morton,10,Cycling,Low Impact,10 min Low Impact Ride,2020-10-13 08:05 (EST),29,49,28%,79,11.66,1.94,38,,,
2020-10-16 07:41 (EST),On Demand,Chelsea Jackson Roberts,10,Yoga,Yoga Anywhere,10 min Standing Yoga,2020-09-08 10:00 (EST),,,,,,,39,,,
2020-10-17 14:01 (EST),On Demand,Chelsea Jackson Roberts,10,Yoga,Yoga Anywhere,10 min Standing Yoga,2020-06-16 10:00 (EST),,,,,,,29,,,
2020-10-18 11:47 (EST),On Demand,Jess Sims,10,Strength,Core,10 min Core Strength,2020-10-18 07:15 (EST),,,,,,,49,,,
2020-10-18 12:03 (EST),On Demand,Denis Morton,10,Yoga,Focus Flow,10 min Sun Salutations,2020-07-22 11:22 (EST),,,,,,,35,,,
2020-10-19 13:30 (EST),On Demand,Chelsea Jackson Roberts,10,Yoga,Flow,10 min Yoga Flow,2020-10-07 08:35 (EST),,,,,,,36,,,
2020-10-19 17:09 (EST),On Demand,Ally Love,20,Cycling,Low Impact,20 min Recovery Ride,2020-10-12 17:00 (EST),78,65,31%,84,13.36,4.45,102,,,
2020-10-20 07:33 (EST),On Demand,Denis Morton,10,Yoga,Flow,10 min Yoga Flow,2020-10-14 18:35 (EST),,,,,,,37,,,
2020-10-20 08:14 (EST),On Demand,Jenn Sherman,10,Cycling,Low Impact,10 min Low Impact Ride,2020-09-15 12:02 (EST),40,67,30%,88,13.56,2.26,53,,,
2020-10-21 09:08 (EST),On Demand,Jess King,20,Cycling,Low Impact,20 min Low Impact Ride,2021-01-01 09:00 (EST),133,111,41%,77,16.72,5.57,175,,,
2020-10-22 10:32 (EST),On Demand,Jess King,30,Cycling,Low Impact,30 min Low Impact Ride,2020-08-25 17:00 (EST),173,96,38%,78,15.68,7.84,227,,,
2020-10-23 08:05 (EST),On Demand,Denis Morton,10,Cycling,Low Impact,10 min Low Impact Ride,2020-09-03 20:03 (EST),45,75,33%,84,14.23,2.37,59,,,
2020-10-24 13:03 (EST),On Demand,Chelsea Jackson Roberts,10,Yoga,Yoga Anywhere,10 min Standing Yoga,2020-09-08 10:00 (EST),,,,,,,39,,,
2020-10-25 09:17 (EST),On Demand,Chelsea Jackson Roberts,20,Yoga,Flow,20 min Yoga Flow,2020-10-20 10:00 (EST),,,,,,,68,,,
2020-10-25 09:39 (EST),On Demand,Olivia Amato,10,Strength,Core,10 min Core Strength,2020-10-07 08:57 (EST),,,,,,,49,,,
2020-10-25 09:51 (EST),On Demand,Hannah Corbin,5,Strength,Lower Body,5 min Glutes & Legs Toning,2020-01-05 15:20 (EST),,,,,,,24,,,
2020-10-26 08:26 (EST),On Demand,Denis Morton,10,Yoga,Focus Flow,10 min Sun Salutations,2020-07-22 11:22 (EST),,,,,,,35,,,
2020-10-26 15:13 (EST),On Demand,Christine D'Ercole,30,Cycling,Power Zone,30 min Power Zone Endurance Ride,2020-10-11 13:16 (EST),201,112,37%,89,16.60,8.30,263,,,
2020-10-27 06:50 (EST),On Demand,Chelsea Jackson Roberts,10,Yoga,Focus Flow,10 min Sun Salutations,2020-07-29 15:51 (EST),,,,,,,37,,,
2020-10-28 05:48 (EST),On Demand,Denis Morton,30,Cycling,Power Zone,30 min Power Zone Ride,2020-10-22 11:19 (EST),220,122,41%,80,16.91,8.45,289,,,
2020-10-29 06:06 (EST),On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Endurance Ride,2020-10-21 05:54 (EST),309,115,39%,85,16.95,12.71,406,,,
2020-10-29 06:54 (EST),On Demand,Cody Rigsby,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-10-26 08:30 (EST),,,,,,,12,,,
2020-10-30 06:35 (EST),On Demand,Christine D'Ercole,20,Cycling,Power Zone,20 min Power Zone Beginner Ride,2020-10-13 06:30 (EST),112,94,36%,85,15.43,5.14,147,,,
2020-10-31 08:41 (EST),On Demand,Chelsea Jackson Roberts,20,Yoga,Slow Flow,20 min Slow Flow,2020-10-13 10:00 (EST),,,,,,,72,,,
2020-11-01 08:55 (EST),On Demand,Denis Morton,30,Yoga,Slow Flow,30 min Slow Flow,2020-10-14 17:49 (EST),,,,,,,104,,,
2020-11-02 11:57 (EST),On Demand,Matt Wilpers,30,Cycling,Power Zone,30 min Halloween: Power Zone Ride,2020-10-31 07:56 (EST),215,119,40%,84,17.18,8.59,282,,,
2020-11-03 09:38 (EST),On Demand,Denis Morton,30,Cycling,Power Zone,30 min Power Zone Endurance Ride,2020-09-05 12:00 (EST),197,110,38%,86,16.59,8.30,259,,,
2020-11-03 10:10 (EST),On Demand,Tunde Oyeneyin,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-10-19 08:30 (EST),,,,,,,12,,,
2020-11-04 05:47 (EST),On Demand,Olivia Amato,20,Cycling,Power Zone,20 min Power Zone Beginner Ride,2020-01-18 17:00 (EST),111,93,35%,86,15.34,5.11,146,,,
2020-11-05 06:17 (EST),On Demand,Matt Wilpers,30,Cycling,Power Zone,30 min Power Zone Endurance Ride,2020-08-12 07:52 (EST),183,102,36%,87,16.01,8.00,240,,,
2020-11-06 06:21 (EST),On Demand,Chelsea Jackson Roberts,10,Yoga,Focus Flow,10 min Sun Salutations,2020-10-27 10:00 (EST),,,,,,,39,,,
2020-11-07 21:37 (EST),On Demand,Chelsea Jackson Roberts,10,Meditation,Relax & Sleep,10 min Sleep Meditation,2020-10-21 20:06 (EST),,,,,,,,,,
2020-11-08 09:25 (EST),On Demand,Chelsea Jackson Roberts,20,Yoga,Slow Flow,20 min Slow Flow,2020-11-02 18:30 (EST),,,,,,,67,,,
2020-11-09 09:45 (EST),On Demand,Chelsea Jackson Roberts,10,Yoga,Focus Flow,10 min Sun Salutations,2020-07-29 15:51 (EST),,,,,,,37,,,
2020-11-10 06:47 (EST),On Demand,Chelsea Jackson Roberts,5,Yoga,Yoga Anywhere,5 min Standing Yoga,2020-10-13 10:00 (EST),,,,,,,15,,,
2020-11-11 06:17 (EST),On Demand,Jess King,20,Cycling,Music,20 min Classic Rock Ride,2020-11-09 17:00 (EST),134,112,42%,77,16.68,5.56,175,,,
2020-11-12 10:39 (EST),On Demand,Chelsea Jackson Roberts,10,Yoga,Yoga Anywhere,10 min Standing Yoga,2020-09-08 10:00 (EST),,,,,,,39,,,
2020-11-13 11:41 (EST),On Demand,Alex & Tunde  ,30,Cycling,Music,30 min Beyonce Two for One Ride,2020-11-09 19:23 (EST),222,124,42%,81,17.41,8.70,292,,,
2020-11-14 07:10 (EST),On Demand,Ally Love,30,Cycling,Music,30 min Beyonce Ride,2020-11-13 16:49 (EST),175,97,39%,80,15.82,7.91,230,,,
2020-11-15 13:30 (EST),Live,Christine D'Ercole,45,Cycling,Low Impact,45 min Low Impact Ride,2020-11-15 13:19 (EST),229,85,36%,80,15.03,11.27,301,,,
2020-11-16 06:16 (EST),On Demand,Aditi Shah,10,Yoga,Focus Flow,10 min Sun Salutations,2020-11-13 10:00 (EST),,,,,,,37,,,
2020-11-16 06:36 (EST),On Demand,Cody Rigsby,10,Cycling,Low Impact,10 min Britney Spears Warm Up Ride,2020-07-15 16:15 (EST),36,60,28%,90,12.96,2.16,48,,,
2020-11-17 07:05 (EST),On Demand,Denis Morton,10,Yoga,Yoga Anywhere,10 min Standing Yoga,2020-11-13 10:00 (EST),,,,,,,37,,,
2020-11-18 06:54 (EST),On Demand,Jess King,5,Cycling,Low Impact,5 min Warm Up Ride,2020-10-29 08:30 (EST),23,77,31%,88,13.95,1.18,31,,,
2020-11-19 06:01 (EST),On Demand,Robin Arzon,15,Cycling,Low Impact,15 min Low Impact Ride,2020-10-17 13:00 (EST),68,76,32%,85,13.86,3.46,89,,,
2020-11-19 06:47 (EST),On Demand,Ben Alldis,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-11-15 11:35 (EST),,,,,,,12,,,
2020-11-19 06:55 (EST),On Demand,Chelsea Jackson Roberts,10,Yoga,Yoga Anywhere,10 min Standing Yoga,2020-11-17 10:00 (EST),,,,,,,29,,,
2020-11-20 10:44 (EST),On Demand,Tunde Oyeneyin,20,Cycling,Music,20 min Pop Ride,2020-11-14 09:54 (EST),148,123,40%,86,17.27,5.76,194,,,
2020-11-20 11:05 (EST),On Demand,Tunde Oyeneyin,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-10-19 08:30 (EST),,,,,,,12,,,
2020-11-21 09:26 (EST),On Demand,Chelsea Jackson Roberts,20,Yoga,Flow,20 min Yoga Flow,2020-10-20 10:00 (EST),,,,,,,68,,,
2020-11-22 12:17 (EST),On Demand,Jess Sims,5,Strength,Core,5 min Core Strength,2020-11-19 10:00 (EST),,,,,,,24,,,
2020-11-23 07:33 (EST),On Demand,Jess King,30,Cycling,Theme,30 min The Jess King Experience,2020-11-19 19:53 (EST),178,99,39%,80,15.86,7.93,234,,,
2020-11-24 06:45 (EST),On Demand,Denis Morton,20,Yoga,Slow Flow,20 min Slow Flow,2020-11-16 18:23 (EST),,,,,,,68,,,
2020-11-25 14:27 (EST),On Demand,Chelsea Jackson Roberts,30,Yoga,Music,30 min Beyonce Yoga Flow,2020-11-11 19:20 (EST),,,,,,,99,,,
2020-11-26 10:40 (EST),On Demand,Denis Morton,10,Yoga,Flow,10 min Yoga Flow,2020-08-19 10:35 (EST),,,,,,,35,,,
2020-11-27 08:13 (EST),On Demand,Chelsea Jackson Roberts,10,Yoga,Yoga Anywhere,10 min Standing Yoga,2020-11-17 10:00 (EST),,,,,,,29,,,
2020-11-28 10:26 (EST),On Demand,Aditi Shah,15,Yoga,Yoga Anywhere,15 min Chair Yoga,2020-11-23 10:00 (EST),,,,,,,55,,,
2020-11-29 15:43 (EST),On Demand,Chelsea Jackson Roberts,10,Meditation,Relax & Sleep,10 min Calming Meditation,2020-11-25 08:35 (EST),,,,,,,,,,
2020-11-30 07:00 (EST),On Demand,Robin Arzon,45,Cycling,Theme,45 min Turkey Burn Ride,2020-11-26 10:54 (EST),277,103,38%,84,16.05,12.04,364,,,
2020-12-01 14:07 (EST),On Demand,Denis Morton,10,Yoga,Flow,10 min Yoga Flow,2020-10-14 18:35 (EST),,,,,,,37,,,
2020-12-02 06:27 (EST),On Demand,Hannah Corbin,5,Cycling,Low Impact,5 min Warm Up Ride,2020-11-23 09:00 (EST),19,62,33%,77,13.19,1.10,24,,,
2020-12-02 06:36 (EST),On Demand,Hannah Frankson,30,Cycling,Music,30 min 90s Ride,2020-11-28 06:24 (EST),172,95,38%,80,15.51,7.75,225,,,
2020-12-02 07:07 (EST),On Demand,Hannah Frankson,5,Cycling,Low Impact,5 min Cool Down Ride,2020-11-23 01:25 (EST),27,91,39%,76,15.48,1.28,36,,,
2020-12-03 06:26 (EST),On Demand,Jess Sims,60,Bike Bootcamp,Body Focus,60 min Bootcamp: Full Body,2020-10-26 09:00 (EST),188,,,,15.45,7.80,337,,,
2020-12-04 06:04 (EST),On Demand,Chelsea Jackson Roberts,10,Yoga,Focus Flow,10 min Sun Salutations,2020-10-27 10:00 (EST),,,,,,,39,,,
2020-12-05 07:09 (EST),On Demand,Robin Arzon,5,Cycling,Low Impact,5 min Warm Up Ride,2020-12-02 09:00 (EST),18,59,29%,84,12.83,1.07,23,,,
2020-12-05 07:16 (EST),On Demand,Denis Morton,20,Cycling,Music,20 min 70s Ride,2020-12-03 11:23 (EST),121,101,40%,77,15.71,5.24,159,,,
2020-12-06 11:00 (EST),On Demand,Chelsea Jackson Roberts,30,Yoga,Music,30 min Outkast Slow Flow,2020-12-03 09:50 (EST),,,,,,,109,,,
2020-12-07 06:30 (EST),On Demand,Jess Sims,45,Bike Bootcamp,Bodyweight,45 min Bootcamp: Bodyweight,2020-11-23 16:50 (EST),172,,,,16.19,6.95,272,,,
2020-12-08 08:03 (EST),On Demand,Denis Morton,10,Yoga,Focus Flow,10 min Focus Flow: Hips,2020-11-30 18:34 (EST),,,,,,,35,,,
2020-12-09 05:58 (EST),On Demand,Kendall Toole,20,Cycling,Theme,20 min Holiday Ride,2020-12-07 11:25 (EST),124,103,41%,75,16.13,5.37,163,,,
2020-12-10 11:23 (EST),On Demand,Olivia Amato,5,Cycling,Low Impact,5 min Warm Up Ride,2020-10-26 08:30 (EST),25,83,34%,84,14.82,1.23,33,,,
2020-12-10 11:31 (EST),On Demand,Ally Love,30,Cycling,Music,30 min Nicki Minaj Ride,2020-12-09 19:22 (EST),219,122,42%,79,17.26,8.63,287,,,
2020-12-10 12:03 (EST),On Demand,Cody Rigsby,10,Cycling,Low Impact,10 min Cool Down Ride,2020-12-01 20:05 (EST),64,107,39%,81,16.48,2.74,84,,,
2020-12-11 06:52 (EST),On Demand,Denis Morton,20,Yoga,Theme,20 min Holiday Yoga Flow,2020-12-09 17:53 (EST),,,,,,,67,,,
2020-12-12 06:17 (EST),On Demand,Christine D'Ercole,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,2020-12-06 13:21 (EST),414,115,39%,84,17.03,17.02,544,,,
2020-12-12 07:18 (EST),On Demand,Robin Arzon,5,Cycling,Low Impact,5 min Cool Down Ride,2020-12-09 09:00 (EST),23,78,35%,81,14.42,1.20,31,,,
2020-12-12 07:24 (EST),On Demand,Robin Arzon,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-06-30 10:00 (EST),,,,,,,12,,,
2020-12-13 19:36 (EST),On Demand,Kristin McGee,5,Yoga,Yoga Anywhere,5 min Standing Yoga,2020-10-29 10:00 (EST),,,,,,,15,,,
2020-12-13 20:07 (EST),On Demand,Chelsea Jackson Roberts,10,Yoga,Focus Flow,10 min Sun Salutations,2020-10-27 10:00 (EST),,,,,,,39,,,
2020-12-14 06:00 (EST),On Demand,Robin Arzon,45,Bike Bootcamp,Bodyweight,45 min Bootcamp: Bodyweight,2020-09-29 09:00 (EST),166,,,,15.48,6.08,278,,,
2020-12-14 09:33 (EST),On Demand,Denis Morton,10,Yoga,Flow,10 min Yoga Flow,2020-12-06 11:36 (EST),,,,,,,34,,,
2020-12-14 15:55 (EST),On Demand,Anna Greenberg,15,Yoga,Yoga Anywhere,15 min Standing Yoga,2020-08-22 10:00 (EST),,,,,,,54,,,
2020-12-15 11:09 (EST),On Demand,Anna Greenberg,20,Yoga,Flow,20 min Yoga Flow,2020-11-30 10:26 (EST),,,,,,,65,,,
2020-12-16 08:01 (EST),Live,Chelsea Jackson Roberts,60,Yoga,Flow,60 min Yoga Flow,2020-12-16 07:51 (EST),,,,,,,208,,,
2020-12-16 14:39 (EST),On Demand,Denis Morton,30,Cycling,Theme,30 min Holiday Ride,2020-12-10 11:24 (EST),184,102,38%,83,16.11,8.05,241,,,
2020-12-17 08:43 (EST),On Demand,Chelsea Jackson Roberts,10,Yoga,Focus Flow,10 min Sun Salutations,2020-07-29 15:51 (EST),,,,,,,37,,,
2020-12-17 10:14 (EST),On Demand,Tunde Oyeneyin,30,Bike Bootcamp,Body Focus,30 min Bootcamp: Core,2020-12-11 09:00 (EST),97,,,,14.78,3.91,166,,,
2020-12-17 15:40 (EST),On Demand,Cody Rigsby,30,Bike Bootcamp,Bodyweight,30 min Bootcamp: Bodyweight,2020-09-15 09:30 (EST),98,,,,15.23,4.11,168,,,
2020-12-17 16:12 (EST),On Demand,Sam Yo,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-12-01 01:45 (EST),,,,,,,12,,,
2020-12-18 07:19 (EST),On Demand,Aditi Shah,10,Yoga,Flow,10 min Yoga Flow,2020-11-16 10:00 (EST),,,,,,,36,,,
2020-12-18 08:12 (EST),On Demand,Ben Alldis,5,Cycling,Low Impact,5 min Warm Up Ride,2020-12-11 01:00 (EST),25,83,34%,85,14.78,1.23,33,,,
2020-12-19 08:07 (EST),On Demand,Aditi Shah,10,Yoga,Flow,10 min Yoga Flow,2020-10-31 11:41 (EST),,,,,,,37,,,
2020-12-19 08:26 (EST),On Demand,Adrian Williams,5,Cardio,Warm Up,5 min HIIT Cardio Warm Up,2020-11-14 10:00 (EST),,,,,,,24,,,
2020-12-19 08:35 (EST),On Demand,Olivia Amato,20,Cardio,HIIT,20 min HIIT Cardio,2020-11-04 08:19 (EST),,,,,,,114,,,
2020-12-20 11:41 (EST),On Demand,Anna Greenberg,20,Yoga,Slow Flow,20 min Slow Flow,2020-12-17 17:52 (EST),,,,,,,67,,,
2020-12-21 14:48 (EST),On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Endurance Ride,2020-12-16 05:52 (EST),332,123,39%,88,17.42,13.06,435,,,
2020-12-21 15:35 (EST),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-09-21 17:00 (EST),,,,,,,12,,,
2020-12-22 05:13 (EST),On Demand,Chelsea Jackson Roberts,20,Yoga,Flow,20 min Yoga Flow,2020-12-15 07:53 (EST),,,,,,,71,,,
2020-12-22 08:15 (EST),On Demand,Kendall Toole,5,Cycling,Low Impact,5 min Warm Up Ride,2020-11-14 14:30 (EST),22,73,31%,90,13.72,1.14,29,,,
2020-12-23 05:46 (EST),On Demand,Robin Arzon,20,Cycling,Theme,20 min Holiday Ride,2020-12-18 17:30 (EST),106,88,37%,81,15.06,5.02,139,,,
2020-12-24 06:31 (EST),On Demand,Christine D'Ercole,45,Cycling,Music,45 min Pentatonix Ride,2020-12-13 13:25 (EST),315,117,41%,78,16.86,12.64,413,,,
2020-12-24 07:18 (EST),On Demand,Alex Toussaint,10,Cycling,Low Impact,10 min Cool Down Ride,2020-10-31 14:07 (EST),53,89,38%,78,15.37,2.56,70,,,
2020-12-25 06:22 (EST),On Demand,Christine D'Ercole,5,Cycling,Low Impact,5 min Warm Up Ride,2020-12-22 08:30 (EST),16,53,28%,84,12.08,1.01,21,,,
2020-12-25 06:30 (EST),On Demand,Jess Sims,60,Bike Bootcamp,Bodyweight,60 min Bootcamp: Bodyweight,2020-10-06 10:00 (EST),228,,,,16.29,9.05,357,,,
2020-12-25 09:44 (EST),On Demand,Denis Morton,10,Yoga,Flow,10 min Yoga Flow,2020-12-23 08:36 (EST),,,,,,,34,,,
2020-12-26 13:29 (EST),On Demand,Emma Lovewell,30,Cycling,Theme,30 min Peloton Top 50 of 2020 (#50 - 41),2020-12-26 09:00 (EST),189,105,38%,84,16.32,8.15,249,,,
2020-12-26 14:02 (EST),On Demand,Irene Scholz,20,Cycling,Low Impact,20 min Recovery Ride,2020-12-23 12:00 (EST),96,80,33%,88,14.60,4.86,126,,,
2020-12-27 12:17 (EST),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,2020-12-19 07:53 (EST),443,123,40%,84,17.44,17.44,581,,,
2020-12-27 13:19 (EST),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-09-21 17:00 (EST),,,,,,,12,,,
